ID	MS	Mp	VFN	Mh	Man	MMS	TAN	T	Va	Ve	Mk	Cn	Ct	Cr	m (kg)	ID	Mt	Enedc (g/km)	Ewltp (g/km)	W (mm)	At1 (mm)	At2 (mm)	Ft	Fm	ec (cm3)	ep (KW)	z (Wh/km)	It	Ernedc (g/km)	Erwltp (g/km)	De	Vf	r
11914697	IE	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA	e11*2001/116*0291*53	5J	ABCHZBX01	NFM5FM5DF002M617	SKODA	FABIA	M1	M1	1110	11914697		101		1435	2455	1441	PETROL	M	999	70							1
13866970	HU	VW GROUP PC		SKODA	SKODA AUTO AS	Skoda	e11*2007/46*0243*24	5E	ACCZDAX0	NFM6FM62S022STVLN657	Skoda	OCTAVIA	M1	M1	1277	13866970		124		1524	2667	1533	Petrol	M	1395	110							1
9381732	DE	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA (CZ)	e11*2001/116*0291*52	5J	ACCHZBX01	NFM5FM5DF002N617	SKODA	FABIA	M1	M1	1134	9381732		101		1457	2455	1463	PETROL	M	999	70							1
9338927	DE	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA (CZ)	e8*2007/46*0272*04	NU	ACDGTEX0	NFM6FM62S0347CP5N1C7A	SKODA	KAROQ	M1	M1	1447	9338927	1572	118	150	1541	2624	1576	DIESEL	M	1598	85						0	1
15095712	CZ	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA AUTO AS	e8*2007/46*0272*03	NU	ACDFFAX1	NAM6AM62Q0013637	ÂŠKODA	KAROQ	M1	M1	1561	15095712		131		1572	2629	1572	Diesel	M	1968	110							1
15174571	CZ	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA AUTO AS	e11*2007/46*0243*25	5E	ACDDYAX0	NFM5FM5A4051STVLN617	ÂŠKODA	OCTAVIA	M1	M1	1327	15174571		106		1533	2667	1533	Diesel	M	1598	85							1
9383357	DE	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA (CZ)	e8*2007/46*0319*00	5J	ACCHZBX01	NFM5FM5DF002N617	SKODA	FABIA	M1	M1	1134	9383357		101		1457	2455	1463	PETROL	M	999	70							1
11261607	GR	VW GROUP PC	IP-08-TMB-2018-0098	SKODA	SKODA AUTO AS	SKODA	e8*2007/46*0272*04	NU	ACDGTEX0	NFM6FM62S0347CP5N1C7A	SKODA	KAROQ	M1	M1	1447	11261607	1554	118	148	1537	2624	1572	Diesel	M	1598	85						0	1
783370	FR	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA AUTO AS	e8*2007/46*0319*00	5J	ABCHZBX01	NFM5FM5DF002M617	SKODA	FABIA	M1	M1	1110	783370		101		1441	2455	1441	Petrol	M	999	70							1
9384683	DE	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA (CZ)	e8*2007/46*0319*00	5J	ACCHZBX01	NFM5FM5DF002N617	SKODA	FABIA	M1	M1	1134	9384683		101		1457	2455	1463	PETROL	M	999	70							1
15063678	CZ	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA AUTO AS	e11*2007/46*0243*26	5E	ACDDYAX0	NFM5FM5A4051STVLN617	ÂŠKODA	OCTAVIA	M1	M1	1327	15063678		106		1533	2667	1533	Diesel	M	1598	85							1
14925611	HU	VW GROUP PC		SKODA	SKODA AUTO AS	Skoda	e8*2007/46*0272*04	NU	ACDGTEX0	NFM6FM62S0347CP6N1C7A	Skoda	KAROQ	M1	M1	1447	14925611	1573	118	150	1537	2624	1572	Diesel	M	1598	85						0	1
783860	FR	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA AUTO AS	e11*2001/116*0291*54	5J	ABCHZBX01	NFM5FM5DF002M617	SKODA	FABIA	M1	M1	1110	783860		101		1441	2455	1441	Petrol	M	999	70							1
9382860	DE	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA (CZ)	e8*2007/46*0319*00	5J	ACCHZBX01	NFM5FM5DF002N617	SKODA	FABIA	M1	M1	1134	9382860		101		1457	2455	1463	PETROL	M	999	70							1
15066211	CZ	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA AUTO AS	e11*2007/46*0243*26	5E	ACDDYAX0	NFM5FM5A4051STVLN617	ÂŠKODA	OCTAVIA	M1	M1	1327	15066211		106		1533	2667	1533	Diesel	M	1598	85							1
6371979	DE	PSA-OPEL		AUTOMOBILES CITROEN	AUTOMOBILES CITROEN	CITROEN (F)	E2*2007/46*0356*14	3	DAHX	T/1S	CITROEN	C4 PICASSO	M1	M1	1510	6371979		112		2785	1587	1590	DIESEL	M	1997	110							1
6371981	DE	PSA-OPEL		AUTOMOBILES CITROEN	AUTOMOBILES CITROEN	CITROEN (F)	E2*2007/46*0356*14	3	DAHX	T/1S	CITROEN	C4 PICASSO	M1	M1	1510	6371981		112		2785	1587	1590	DIESEL	M	1997	110							1
8151693	DE	VW GROUP PC		PORSCHE	DR ING HCF PORSCHE AG	PORSCHE	e13*2007/46*1165*08	95B	JB22	8	PORSCHE	MACAN S	M1	M1	1940	8151693		209		2807	1661	1663	PETROL	M	2997	250							1
9273944	DE	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA (CZ)	e8*2007/46*0319*00	5J	ABCHYBX01	NFM5FM5CF008N617	SKODA	FABIA	M1	M1	1080	9273944		111		1457	2455	1463	PETROL	M	999	55							1
3450044	GB	VW GROUP PC	IP-08-TMB-2018-2071	SKODA	SKODA AUTO AS	SKODA	e8*2007/46*0272*05	NU	ACDADAX0	NFD7FD7CW0027CP155N1C8B	SKODA	KAROQ SE L TSI S-A	M1	M1	1393	3450044	1556	128	167	1537	2624	1572	Petrol	M	1498			e8 19	1			0	1
9448399	DE	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA (CZ)	e11*2007/46*0243*25	5E	ACCUNAX1	SAD6AD6D9003SCMLN667	SKODA	OCTAVIA	M1	M1	1559	9448399		135		1543	2677	1542	DIESEL	M	1968	135							1
9364500	DE	VW GROUP PC	IP-08-TMB-2018-2118	SKODA	SKODA AUTO AS	SKODA (CZ)	e8*2007/46*0249*07	NS	ACDFGAX0	NFD7FD7GC0097CP0NS5N1C7B	SKODA	KODIAQ	M1	M1	1686	9364500	1837	131	161	1576	2788	1586	DIESEL	M	1968	110						0	1
9341259	DE	VW GROUP PC	IP-08-TMB-2018-0095	SKODA	SKODA AUTO AS	SKODA (CZ)	e8*2007/46*0318*03	5E	ACDGTEX0	NFD7FD7CW0027CPSTVLN1C7A	SKODA	OCTAVIA	M1	M1	1385	9341259	1552	107	144	1540	2667	1549	DIESEL	M	1598	85						0	1
9267534	DE	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA (CZ)	e11*2001/116*0291*55	5J	ABCHYBX01	NFM5FM5CF008N617	SKODA	FABIA	M1	M1	1080	9267534		111		1457	2455	1463	PETROL	M	999	55							1
9439298	DE	VW GROUP PC	IP-08-TMB-2018-0122	SKODA	SKODA AUTO AS	SKODA (CZ)	e8*2007/46*0249*08	NS	ACDFGAX1	NAM6AM6BB0037CP0NS5N1C7A	SKODA	KODIAQ	M1	M1	1725	9439298	1927	146	174	1576	2788	1586	DIESEL	M	1968	110						0	1
10964749	ES	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA AUTO A.S.	e11*2007/46*0243*25	5E	AADLBAX0	RFD7FD7GC003V2MLN647	SKODA	OCTAVIA	M1	M1	1465	10964749		146		1556	2677	1547	Petrol	M	1984	180							1
13254500	IT	VW GROUP PC	IP-08-TMB-2018-2118	SKODA	SKODA AUTO AS	SKODA AUTO A.S.	e8*2007/46*0249*08	NS	ACDFGAX0	NFD7FD7GC0097CP0NS5N1C7B	SKODA	KODIAQ	M1	M1	1686	13254500	1861	131	163	1566	2788	1576	DIESEL	M	1968	110						0	1
9271381	DE	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA (CZ)	e8*2007/46*0319*00	5J	ABCHYBX01	NFM5FM5CF008N617	SKODA	FABIA	M1	M1	1080	9271381		111		1457	2455	1463	PETROL	M	999	55							1
9341831	DE	VW GROUP PC	IP-08-TMB-2018-0095	SKODA	SKODA AUTO AS	SKODA (CZ)	e8*2007/46*0318*02	5E	ACDGTEX0	NFD7FD7CW0027CPSTVLN1C7A	SKODA	OCTAVIA	M1	M1	1385	9341831	1548	107	144	1540	2667	1549	DIESEL	M	1598	85						0	1
9438497	DE	VW GROUP PC	IP-08-TMB-2018-0122	SKODA	SKODA AUTO AS	SKODA (CZ)	e8*2007/46*0249*07	NS	ACDFGAX1	NAM6AM6BB0037CP0NS5N1C7A	SKODA	KODIAQ	M1	M1	1725	9438497	1842	146	171	1576	2788	1586	DIESEL	M	1968	110						0	1
15137092	CZ	VW GROUP PC	IP-08-TMB-2018-0095	SKODA	SKODA AUTO AS	SKODA AUTO AS	e8*2007/46*0318*01	5E	AADGTEX0	NFD7FD7CW0027CPSTVLN1C7A	ÂŠKODA	OCTAVIA	M1	M1	1363	15137092	1513	105	138	1533	2667	1533	Diesel	M	1598	85						0	1
5387578	GB	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA	e8*2007/46*0319*01	5J	ABDKRCX01	NFD7FD7CW0017CPN1C7A	SKODA	FABIA SE TSI S-A	M1	M1	1165	5387578	1286	106	133	1435	2455	1441	Petrol	M	999							0	1
10966457	ES	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA AUTO A.S.	e11*2001/116*0291*51	5J	ABCHYBX01	NFM5FM5CF008N617	SKODA	FABIA	M1	M1	1080	10966457		111		1457	2455	1463	Petrol	M	999	55							1
794659	FR	VW GROUP PC	IP-08-TMB-2018-2118	SKODA	SKODA AUTO AS	SKODA AUTO AS	e8*2007/46*0249*07	NS	ACDFGAX0	NFD7FD7GC0097CP0NS5N1C7B	SKODA	KODIAQ	M1	M1	1686	794659	1846	131	161	1576	2788	1576	Diesel	M	1968	110						0	1
6372534	DE	PSA-OPEL		AUTOMOBILES CITROEN	AUTOMOBILES CITROEN	CITROEN (F)	E2*2007/46*0356*14	3	DBHZ	T/2SM	CITROEN	C4 PICASSO	M1	M1	1395	6372534		103		2785	1587	1590	DIESEL	M	1560	88							1
9287376	DE	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA (CZ)	e11*2001/116*0291*54	5J	ABCHZBX01	NFM5FM5DF002N617	SKODA	FABIA	M1	M1	1110	9287376		101		1457	2455	1463	PETROL	M	999	70							1
13241311	IT	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA AUTO A.S.	e8*2007/46*0272*03	NU	ACDFFAX1	NAD7AD7GC0054647	SKODA	KAROQ	M1	M1	1591	13241311		138		1543	2629	1572	DIESEL	M	1968	110							1
6173467	BG	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA AUTO AS	e13*2007/46*1169*14	AA	ABCHYB	FM5FM5CF0117MMVR0N1SSK61	SKODA	CITIGO	M1	M1	928	6173467		101		1408	2407	1412	PETROL	M	999	55							1
3129673	PL	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA AUTO AS	e8*2007/46*0318*00	5E	ACDDYAX0	NFD7FD7CW002STVLN617	SKODA	OCTAVIA	M1	M1	1342	3129673		103		1528	2667	1528	Diesel	M	1598	85						0	1
3106419	PL	VW GROUP PC	IP-08-TMB-2018-0121	SKODA	SKODA AUTO AS	SKODA AUTO AS	e8*2007/46*0272*06	NU	ACDFFAX1	NAM6AM62Q0017CP163N1C7A	SKODA	KAROQ	M1	M1	1561	3106419	1730	134	168	1557	2629	1557	Diesel	M	1968	110						0	1
9289472	DE	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA (CZ)	e11*2001/116*0291*54	5J	ABCHZBX01	NFM5FM5DF002N617	SKODA	FABIA	M1	M1	1110	9289472		101		1457	2455	1463	PETROL	M	999	70							1
15038034	CZ	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA AUTO AS	e8*2007/46*0272*03	NU	ACDFFAX1	NAM6AM62Q0013637	ÂŠKODA	KAROQ	M1	M1	1561	15038034		131		1572	2629	1572	Diesel	M	1968	110							1
805980	FR	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA AUTO AS	e13*2007/46*1169*14	AA	ABCHYB	FM5FM5CF0117MMVR0N1SSK61	SKODA	CITIGO	M1	M1	928	805980		101		1412	2407	1412	Petrol	M	999	55							1
10248540	ES	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA AUTO A.S.	e8*2007/46*0320*01	NH	ABDKLD	NFM5FM5DF0027CPSTN71CSKA	SKODA	RAPID	M1	M1	1179	10248540	1295	109	128	1500	2590	1463	Petrol	M	999	70						0	1
9291639	DE	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA (CZ)	e11*2001/116*0291*54	5J	ABCHZBX01	NFM5FM5DF002N617	SKODA	FABIA	M1	M1	1110	9291639		101		1457	2455	1463	PETROL	M	999	70							1
6362303	DE	PSA-OPEL		AUTOMOBILES CITROEN	AUTOMOBILES CITROEN	CITROEN (F)	E4*2007/46*1241*04	2	R	HNPJ-R1B000	CITROEN	C3 AIRCROSS	M1	M1	1234	6362303	1377	109	145	2604	1513	1491	PETROL	M	1199	81							1
6362304	DE	PSA-OPEL		AUTOMOBILES CITROEN	AUTOMOBILES CITROEN	CITROEN (F)	E4*2007/46*1241*04	2	R	HNPJ-R1B000	CITROEN	C3 AIRCROSS	M1	M1	1234	6362304	1386	109	145	2604	1513	1491	PETROL	M	1199	81							1
6362305	DE	PSA-OPEL	IP-02-VF7-2018-1423	AUTOMOBILES CITROEN	AUTOMOBILES CITROEN	CITROEN (F)	E4*2007/46*1241*04	2	R	HNPJ-R1B000	CITROEN	C3 AIRCROSS	M1	M1	1234	6362305	1381	109	145	2604	1513	1491	PETROL	M	1199	81							1
6362306	DE	PSA-OPEL		AUTOMOBILES CITROEN	AUTOMOBILES CITROEN	CITROEN (F)	E4*2007/46*1241*04	2	R	HNPJ-R1B000	CITROEN	C3 AIRCROSS	M1	M1	1234	6362306	1358	109	144	2604	1513	1491	PETROL	M	1199	81							1
6362307	DE	PSA-OPEL		AUTOMOBILES CITROEN	AUTOMOBILES CITROEN	CITROEN (F)	E4*2007/46*1241*05	2	R	HNPJ-R1B000	CITROEN	C3 AIRCROSS	M1	M1	1234	6362307	1384	109	145	2604	1513	1491	PETROL	M	1199	81							1
6362309	DE	PSA-OPEL		AUTOMOBILES CITROEN	AUTOMOBILES CITROEN	CITROEN (F)	E4*2007/46*1241*04	2	R	HNPJ-R1B000	CITROEN	C3 AIRCROSS	M1	M1	1234	6362309	1381	109	145	2604	1513	1491	PETROL	M	1199	81							1
6362310	DE	PSA-OPEL		AUTOMOBILES CITROEN	AUTOMOBILES CITROEN	CITROEN (F)	E4*2007/46*1241*05	2	R	HNPJ-R1B000	CITROEN	C3 AIRCROSS	M1	M1	1234	6362310	1384	109	145	2604	1513	1491	PETROL	M	1199	81							1
6362311	DE	PSA-OPEL		AUTOMOBILES CITROEN	AUTOMOBILES CITROEN	CITROEN (F)	E4*2007/46*1241*04	2	R	HNPJ-R1B000	CITROEN	C3 AIRCROSS	M1	M1	1234	6362311	1378	109	145	2604	1513	1491	PETROL	M	1199	81							1
6362312	DE	PSA-OPEL		AUTOMOBILES CITROEN	AUTOMOBILES CITROEN	CITROEN (F)	E4*2007/46*1241*04	2	R	HNPJ-R1B000	CITROEN	C3 AIRCROSS	M1	M1	1234	6362312	1354	109	144	2604	1513	1491	PETROL	M	1199	81							1
6362313	DE	PSA-OPEL		AUTOMOBILES CITROEN	AUTOMOBILES CITROEN	CITROEN (F)	E4*2007/46*1241*05	2	R	HNPJ-R1B000	CITROEN	C3 AIRCROSS	M1	M1	1234	6362313	1384	109	145	2604	1513	1491	PETROL	M	1199	81							1
6362314	DE	PSA-OPEL		AUTOMOBILES CITROEN	AUTOMOBILES CITROEN	CITROEN (F)	E4*2007/46*1241*04	2	R	HNPJ-R1B000	CITROEN	C3 AIRCROSS	M1	M1	1234	6362314	1379	109	159	2604	1513	1491	PETROL	M	1199	81							1
6362315	DE	PSA-OPEL		AUTOMOBILES CITROEN	AUTOMOBILES CITROEN	CITROEN (F)	E4*2007/46*1241*04	2	R	HNPJ-R1B000	CITROEN	C3 AIRCROSS	M1	M1	1234	6362315	1376	109	145	2604	1513	1491	PETROL	M	1199	81							1
6362316	DE	PSA-OPEL		AUTOMOBILES CITROEN	AUTOMOBILES CITROEN	CITROEN (F)	E4*2007/46*1241*04	2	R	HNPJ-R1B000	CITROEN	C3 AIRCROSS	M1	M1	1234	6362316	1372	109	144	2604	1513	1491	PETROL	M	1199	81							1
6362317	DE	PSA-OPEL		AUTOMOBILES CITROEN	AUTOMOBILES CITROEN	CITROEN (F)	E4*2007/46*1241*04	2	R	HNPJ-R1B000	CITROEN	C3 AIRCROSS	M1	M1	1234	6362317	1388	109	145	2604	1513	1491	PETROL	M	1199	81							1
6362318	DE	PSA-OPEL	IP-02-VF7-2018-1423	AUTOMOBILES CITROEN	AUTOMOBILES CITROEN	CITROEN (F)	E4*2007/46*1241*05	2	R	HNPJ-R1B000	CITROEN	C3 AIRCROSS	M1	M1	1234	6362318	1357	109	144	2604	1513	1491	PETROL	M	1199	81							1
6362320	DE	PSA-OPEL		AUTOMOBILES CITROEN	AUTOMOBILES CITROEN	CITROEN (F)	E4*2007/46*1241*04	2	R	HNPJ-R1B000	CITROEN	C3 AIRCROSS	M1	M1	1234	6362320	1374	109	144	2604	1513	1491	PETROL	M	1199	81							1
6362321	DE	PSA-OPEL		AUTOMOBILES CITROEN	AUTOMOBILES CITROEN	CITROEN (F)	E4*2007/46*1241*05	2	R	HNPJ-R1B000	CITROEN	C3 AIRCROSS	M1	M1	1234	6362321	1385	109	145	2604	1513	1491	PETROL	M	1199	81							1
6362322	DE	PSA-OPEL	IP-02-VF7-2018-1423	AUTOMOBILES CITROEN	AUTOMOBILES CITROEN	CITROEN (F)	E4*2007/46*1241*04	2	R	HNPJ-R1B000	CITROEN	C3 AIRCROSS	M1	M1	1234	6362322	1383	109	145	2604	1513	1491	PETROL	M	1199	81							1
6362323	DE	PSA-OPEL		AUTOMOBILES CITROEN	AUTOMOBILES CITROEN	CITROEN (F)	E4*2007/46*1241*05	2	R	HNPJ-R1B000	CITROEN	C3 AIRCROSS	M1	M1	1234	6362323	1384	109	145	2604	1513	1491	PETROL	M	1199	81							1
6362324	DE	PSA-OPEL		AUTOMOBILES CITROEN	AUTOMOBILES CITROEN	CITROEN (F)	E4*2007/46*1241*05	2	R	HNPJ-R1B000	CITROEN	C3 AIRCROSS	M1	M1	1234	6362324	1370	109	144	2604	1513	1491	PETROL	M	1199	81							1
6362325	DE	PSA-OPEL		AUTOMOBILES CITROEN	AUTOMOBILES CITROEN	CITROEN (F)	E4*2007/46*1241*04	2	R	HNPJ-R1B000	CITROEN	C3 AIRCROSS	M1	M1	1234	6362325	1356	109	144	2604	1513	1491	PETROL	M	1199	81							1
6362326	DE	PSA-OPEL	IP-02-VF7-2018-1423	AUTOMOBILES CITROEN	AUTOMOBILES CITROEN	CITROEN (F)	E4*2007/46*1241*05	2	R	HNPJ-R1B000	CITROEN	C3 AIRCROSS	M1	M1	1234	6362326	1381	109	148	2604	1513	1491	PETROL	M	1199	81							1
6364706	DE	PSA-OPEL		AUTOMOBILES CITROEN	AUTOMOBILES CITROEN	CITROEN (F)	E4*2007/46*1241*01	2	R	HNZB-R1B000	CITROEN	C3 AIRCROSS	M1	M1	1234	6364706		115		2604	1513	1491	PETROL	M	1199	81							1
6364707	DE	PSA-OPEL		AUTOMOBILES CITROEN	AUTOMOBILES CITROEN	CITROEN (F)	E4*2007/46*1241*01	2	R	HNZB-R1B000	CITROEN	C3 AIRCROSS	M1	M1	1234	6364707		115		2604	1513	1491	PETROL	M	1199	81							1
6364709	DE	PSA-OPEL		AUTOMOBILES CITROEN	AUTOMOBILES CITROEN	CITROEN (F)	E4*2007/46*1241*00	2	R	HNZB-R1B000	CITROEN	C3 AIRCROSS	M1	M1	1234	6364709		115		2604	1513	1491	PETROL	M	1199	81							1
6364710	DE	PSA-OPEL		AUTOMOBILES CITROEN	AUTOMOBILES CITROEN	CITROEN (F)	E4*2007/46*1241*00	2	R	HNZB-R1B000	CITROEN	C3 AIRCROSS	M1	M1	1234	6364710		115		2604	1513	1491	PETROL	M	1199	81							1
6364711	DE	PSA-OPEL		AUTOMOBILES CITROEN	AUTOMOBILES CITROEN	CITROEN (F)	E4*2007/46*1241*00	2	R	HNZB-R1B000	CITROEN	C3 AIRCROSS	M1	M1	1234	6364711		115		2604	1513	1491	PETROL	M	1199	81							1
6364712	DE	PSA-OPEL		AUTOMOBILES CITROEN	AUTOMOBILES CITROEN	CITROEN (F)	E4*2007/46*1241*01	2	R	HNZB-R1B000	CITROEN	C3 AIRCROSS	M1	M1	1234	6364712		115		2604	1513	1491	PETROL	M	1199	81							1
6364713	DE	PSA-OPEL		AUTOMOBILES CITROEN	AUTOMOBILES CITROEN	CITROEN (F)	E4*2007/46*1241*01	2	R	HNZB-R1B000	CITROEN	C3 AIRCROSS	M1	M1	1234	6364713		115		2604	1513	1491	PETROL	M	1199	81							1
6364714	DE	PSA-OPEL		AUTOMOBILES CITROEN	AUTOMOBILES CITROEN	CITROEN (F)	E4*2007/46*1241*01	2	R	HNZB-R1B000	CITROEN	C3 AIRCROSS	M1	M1	1234	6364714		115		2604	1513	1491	PETROL	M	1199	81							1
6364715	DE	PSA-OPEL		AUTOMOBILES CITROEN	AUTOMOBILES CITROEN	CITROEN (F)	E4*2007/46*1241*01	2	R	HNZB-R1B000	CITROEN	C3 AIRCROSS	M1	M1	1234	6364715		115		2604	1513	1491	PETROL	M	1199	81							1
6364716	DE	PSA-OPEL		AUTOMOBILES CITROEN	AUTOMOBILES CITROEN	CITROEN (F)	E4*2007/46*1241*01	2	R	HNZB-R1B000	CITROEN	C3 AIRCROSS	M1	M1	1234	6364716		115		2604	1513	1491	PETROL	M	1199	81							1
6364717	DE	PSA-OPEL		AUTOMOBILES CITROEN	AUTOMOBILES CITROEN	CITROEN (F)	E4*2007/46*1241*01	2	R	HNZB-R1B000	CITROEN	C3 AIRCROSS	M1	M1	1234	6364717		115		2604	1513	1491	PETROL	M	1199	81							1
6364718	DE	PSA-OPEL		AUTOMOBILES CITROEN	AUTOMOBILES CITROEN	CITROEN (F)	E4*2007/46*1241*01	2	R	HNZB-R1B000	CITROEN	C3 AIRCROSS	M1	M1	1234	6364718		115		2604	1513	1491	PETROL	M	1199	81							1
6364720	DE	PSA-OPEL		AUTOMOBILES CITROEN	AUTOMOBILES CITROEN	CITROEN (F)	E4*2007/46*1241*01	2	R	HNZB-R1B000	CITROEN	C3 AIRCROSS	M1	M1	1234	6364720		115		2604	1513	1491	PETROL	M	1199	81							1
6364721	DE	PSA-OPEL		AUTOMOBILES CITROEN	AUTOMOBILES CITROEN	CITROEN (F)	E4*2007/46*1241*01	2	R	HNZB-R1B000	CITROEN	C3 AIRCROSS	M1	M1	1234	6364721		115		2604	1513	1491	PETROL	M	1199	81							1
6364722	DE	PSA-OPEL		AUTOMOBILES CITROEN	AUTOMOBILES CITROEN	CITROEN (F)	E4*2007/46*1241*01	2	R	HNZB-R1B000	CITROEN	C3 AIRCROSS	M1	M1	1234	6364722		115		2604	1513	1491	PETROL	M	1199	81							1
6364723	DE	PSA-OPEL		AUTOMOBILES CITROEN	AUTOMOBILES CITROEN	CITROEN (F)	E4*2007/46*1241*01	2	R	HNZB-R1B000	CITROEN	C3 AIRCROSS	M1	M1	1234	6364723		115		2604	1513	1491	PETROL	M	1199	81							1
6364724	DE	PSA-OPEL		AUTOMOBILES CITROEN	AUTOMOBILES CITROEN	CITROEN (F)	E4*2007/46*1241*01	2	R	HNZB-R1B000	CITROEN	C3 AIRCROSS	M1	M1	1234	6364724		115		2604	1513	1491	PETROL	M	1199	81							1
6364725	DE	PSA-OPEL		AUTOMOBILES CITROEN	AUTOMOBILES CITROEN	CITROEN (F)	E4*2007/46*1241*01	2	R	HNZB-R1B000	CITROEN	C3 AIRCROSS	M1	M1	1234	6364725		115		2604	1513	1491	PETROL	M	1199	81							1
6364726	DE	PSA-OPEL		AUTOMOBILES CITROEN	AUTOMOBILES CITROEN	CITROEN (F)	E4*2007/46*1241*01	2	R	HNZB-R1B000	CITROEN	C3 AIRCROSS	M1	M1	1234	6364726		115		2604	1513	1491	PETROL	M	1199	81							1
6362690	DE	PSA-OPEL		AUTOMOBILES CITROEN	AUTOMOBILES CITROEN	CITROEN (F)	E4*2007/46*1241*05	2	R	HNPX-R1B000	CITROEN	C3 AIRCROSS	M1	M1	1278	6362690	1439	131	159	2604	1513	1491	PETROL	M	1199	81							1
6362691	DE	PSA-OPEL		AUTOMOBILES CITROEN	AUTOMOBILES CITROEN	CITROEN (F)	E4*2007/46*1241*05	2	R	HNPX-R1B000	CITROEN	C3 AIRCROSS	M1	M1	1278	6362691	1441	131	159	2604	1513	1491	PETROL	M	1199	81							1
6362693	DE	PSA-OPEL		AUTOMOBILES CITROEN	AUTOMOBILES CITROEN	CITROEN (F)	E4*2007/46*1241*05	2	R	HNPX-R1B000	CITROEN	C3 AIRCROSS	M1	M1	1278	6362693	1436	131	159	2604	1513	1491	PETROL	M	1199	81							1
6362694	DE	PSA-OPEL	 IP-02-VF7-2017-1431	AUTOMOBILES CITROEN	AUTOMOBILES CITROEN	CITROEN (F)	E4*2007/46*1241*05	2	R	HNPX-R1B000	CITROEN	C3 AIRCROSS	M1	M1	1278	6362694	1426	131	159	2604	1513	1491	PETROL	M	1199	81							1
6362695	DE	PSA-OPEL		AUTOMOBILES CITROEN	AUTOMOBILES CITROEN	CITROEN (F)	E4*2007/46*1241*05	2	R	HNPX-R1B000	CITROEN	C3 AIRCROSS	M1	M1	1278	6362695	1430	131	154	2604	1513	1491	PETROL	M	1199	81							1
6362696	DE	PSA-OPEL	 IP-02-VF7-2017-1431	AUTOMOBILES CITROEN	AUTOMOBILES CITROEN	CITROEN (F)	E4*2007/46*1241*05	2	R	HNPX-R1B000	CITROEN	C3 AIRCROSS	M1	M1	1278	6362696	1424	131	158	2604	1513	1491	PETROL	M	1199	81							1
6362697	DE	PSA-OPEL		AUTOMOBILES CITROEN	AUTOMOBILES CITROEN	CITROEN (F)	E4*2007/46*1241*05	2	R	HNPX-R1B000	CITROEN	C3 AIRCROSS	M1	M1	1278	6362697	1419	131	157	2604	1513	1491	PETROL	M	1199	81							1
6362698	DE	PSA-OPEL		AUTOMOBILES CITROEN	AUTOMOBILES CITROEN	CITROEN (F)	E4*2007/46*1241*05	2	R	HNPX-R1B000	CITROEN	C3 AIRCROSS	M1	M1	1278	6362698	1441	131	159	2604	1513	1491	PETROL	M	1199	81							1
6362699	DE	PSA-OPEL		AUTOMOBILES CITROEN	AUTOMOBILES CITROEN	CITROEN (F)	E4*2007/46*1241*05	2	R	HNPX-R1B000	CITROEN	C3 AIRCROSS	M1	M1	1278	6362699	1428	131	159	2604	1513	1491	PETROL	M	1199	81							1
6362700	DE	PSA-OPEL		AUTOMOBILES CITROEN	AUTOMOBILES CITROEN	CITROEN (F)	E4*2007/46*1241*05	2	R	HNPX-R1B000	CITROEN	C3 AIRCROSS	M1	M1	1278	6362700	1422	131	157	2604	1513	1491	PETROL	M	1199	81							1
6362701	DE	PSA-OPEL		AUTOMOBILES CITROEN	AUTOMOBILES CITROEN	CITROEN (F)	E4*2007/46*1241*05	2	R	HNPX-R1B000	CITROEN	C3 AIRCROSS	M1	M1	1278	6362701	1438	131	159	2604	1513	1491	PETROL	M	1199	81							1
6362702	DE	PSA-OPEL		AUTOMOBILES CITROEN	AUTOMOBILES CITROEN	CITROEN (F)	E4*2007/46*1241*05	2	R	HNPX-R1B000	CITROEN	C3 AIRCROSS	M1	M1	1278	6362702	1438	131	159	2604	1513	1491	PETROL	M	1199	81							1
