ID	MS	Mp	VFN	Mh	Man	MMS	TAN	T	Va	Ve	Mk	Cn	Ct	Cr	m (kg)	ID	Mt	Enedc (g/km)	Ewltp (g/km)	W (mm)	At1 (mm)	At2 (mm)	Ft	Fm	ec (cm3)	ep (KW)	z (Wh/km)	It	Ernedc (g/km)	Erwltp (g/km)	De	Vf	r
9803843	DE	PSA-OPEL		AUTOMOBILES CITROEN	AUTOMOBILES CITROEN	CITROEN (F)	E2*2007/46*0003*50	S	XHMZ	6/A00	CITROEN	C3	M1	M1	1055	9803843		109		2539	1483	1480	PETROL	M	1199	60							1
2865291	AT			NISSAN	NISSAN INTERNATIONAL SA	NISSAN INTERNATIONAL SA.	e11*2007/46*0963*17	J11	D	D03	NISSAN	NISSAN QASHQAI	M1	M1	1350	2865291		129		2646	1560	1560	PETROL	M	1197	85							1
2865292	AT			NISSAN	NISSAN INTERNATIONAL SA	NISSAN INTERNATIONAL SA.	e11*2007/46*0963*17	J11	D	D03	NISSAN	NISSAN QASHQAI	M1	M1	1350	2865292		129		2646	1560	1560	PETROL	M	1197	85							1
12387601	NL	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA AUTO A.S.	e8*2007/46*0318*00	5E	AADDYAX0	NFD7FD7CW002STVLN617	SKODA	OCTAVIA	M1		1320	12387601		103		1520	2670	1530	DIESEL	M	1598	85							1
786483	FR	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA AUTO AS	e11*2001/116*0291*53	5J	ABCHZCX01	NFM6FM6DQ002M627	SKODA	FABIA	M1	M1	1130	786483		103		1441	2455	1441	Petrol	M	999	81							1
12392948	NL	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA AUTO A.S.	e8*2007/46*0318*00	5E	ACDDYAX0	NFD7FD7CW002STVLN617	SKODA	OCTAVIA	M1		1342	12392948		103		1520	2670	1530	DIESEL	M	1598	85							1
3406465	GB	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA	e11*2001/116*0291*54	5J	ACCHZCX01	NFM6FM6DQ002M627	SKODA	FABIA MONTE CARLO TSI	M1	M1	1154	3406465		103		1435	2455	1441	Petrol	M	999								1
4377777	SE	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA AUTO A.S.	e8*2007/46*0318*00	5E	ACCPWAX0	NFM6FM6AJ015STMLN657	SKODA	OCTAVIA	M1		1416	4377777		102		1539	2677	1533	NG	B	1395	81							1
9302532	DE	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA (CZ)	e8*2007/46*0319*00	5J	ABCHZCX01	NFM6FM6DQ002M627	SKODA	FABIA	M1	M1	1130	9302532		103		1457	2455	1463	PETROL	M	999	81							1
6177421	IT	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA AUTO A.S.	e8*2007/46*0318*00	5E	ACCPWAX0	NFM6FM6AJ015STMLN657	SKODA	OCTAVIA	M1	M1	1416	6177421		102		1539	2677	1533	NG	B	1395	81							1
9303408	DE	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA (CZ)	e11*2001/116*0291*55	5J	ABCHZCX01	NFM6FM6DQ002M627	SKODA	FABIA	M1	M1	1130	9303408		103		1457	2455	1463	PETROL	M	999	81							1
13191651	IT	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA AUTO A.S.	e8*2007/46*0318*00	5E	ACCPWAX0	NFM6FM6AJ015STMLN657	SKODA	OCTAVIA	M1	M1	1416	13191651		102		1539	2677	1533	NG	B	1395	81							1
9302716	DE	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA (CZ)	e11*2001/116*0291*54	5J	ABCHZCX01	NFM6FM6DQ002M627	SKODA	FABIA	M1	M1	1130	9302716		103		1457	2455	1463	PETROL	M	999	81							1
12792751	BE	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA	e8*2007/46*0318*00	5E	ACCPWAX0	NFM6FM6AJ015STMLN657	SKODA	OCTAVIA	M1	M1	1416	12792751		102		1539	2677	1533	NG	B	1395	81							1
10973070	ES	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA AUTO A.S.	e11*2001/116*0291*53	5J	ABCHZCX01	NFM6FM6DQ002M627	SKODA	FABIA	M1	M1	1130	10973070		103		1457	2455	1463	Petrol	M	999	81							1
10964327	ES	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA AUTO A.S.	e8*2007/46*0318*00	5E	AACPWAX0	NFM6FM6AJ015STMLN657	SKODA	OCTAVIA	M1	M1	1394	10964327		101		1547	2677	1545	NG	B	1395	81							1
15109017	CZ	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA AUTO AS	e11*2001/116*0291*53	5J	ABCUTAX01	NFM5FM5A4054N627	ÂŠKODA	FABIA	M1	M1	1184	15109017		112		1441	2455	1441	Diesel	M	1422	77							1
11308444	GR	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA	e8*2007/46*0318*00	5E	AACPWAX0	NFM6FM6AJ015STMLN657	SKODA	OCTAVIA	M1	M1	1394	11308444		101		1539	2677	1533	NG	B	1395	81							1
15152681	CZ	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA AUTO AS	e8*2007/46*0317*00	3T	AADFHAX01	NFM6FM6FB003STN627	ÂŠKODA	SUPERB	M1	M1	1555	15152681		119		1578	2836	1578	Diesel	M	1968	140							1
9377943	DE	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA (CZ)	e8*2007/46*0318*00	5E	ACCPWAX0	NFM6FM6AJ015STMLN657	SKODA	OCTAVIA	M1	M1	1416	9377943		102		1547	2677	1545	NG	B	1395	81							1
10784522	ES			NISSAN	NISSAN INTERNATIONAL SA	NISSAN INTERNACIONAL S.A.	e11*2007/46*0963*16	J11	B	B03	NISSAN	QASHQAI	M1	M1	1445	10784522		116		2646	1560	1560	DIESEL	M	1598	96							1
5386902	GB	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA	e8*2007/46*0320*00	NH	AACXMA	NFM5FM52R029STN762SK	SKODA	RAPID SE TDI	M1	M1	1295	5386902		109		1478	2589	1441	Diesel	M	1598								1
15105009	CZ	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA AUTO AS	e8*2007/46*0320*00	NH	ABCHZB	NFD7FD7CW001STN761SK	ÂŠKODA	RAPID	M1	M1	1199	15105009		107		1441	2590	1441	Petrol	M	999	70							1
5415842	GB	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA	e8*2007/46*0272*03	NU	ACDADAX0	NFD7FD7CW0026628	SKODA	KAROQ SE L TSI S-A	M1	M1	1393	5415842		127		1537	2624	1572	Petrol	M	1498			e8 19	1				1
12027964	RO	VW GROUP PC	IP-08-TMB-2018-0005	SKODA	SKODA AUTO AS	SKODA AUTO AS	e8*2007/46*0317*02	3T	ACDFGAX01	NFD7FD7GC0047CNSTN1C7A	SKODA	SUPERB	M1	M1	1582	12027964	1764	117	151	1566	2836	1578	Diesel	M	1968	110						0	1
805763	FR	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA AUTO AS	e13*2007/46*1169*14	AA	ABCHYB	FM5FM5CF0117MMVR0N1SSK61	SKODA	CITIGO	M1	M1	928	805763		101		1412	2407	1412	Petrol	M	999	55							1
9303955	DE	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA (CZ)	e11*2001/116*0291*52	5J	ABCHZCX01	NFD7FD7CW001N627	SKODA	FABIA	M1	M1	1164	9303955		106		1457	2455	1463	PETROL	M	999	81							1
3481933	GB	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA	e8*2007/46*0272*03	NU	ACDADAX0	NFD7FD7CW0026628	SKODA	KAROQ SE L TSI S-A	M1	M1	1393	3481933		127		1537	2624	1572	Petrol	M	1498			e8 19	1				1
9418911	DE	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA (CZ)	e8*2007/46*0318*00	5E	ACDADAX0	NFD7FD7CW002STVLN687	SKODA	OCTAVIA	M1	M1	1307	9418911		115		1540	2667	1549	PETROL	M	1498	110							1
9418729	DE	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA (CZ)	e8*2007/46*0318*00	5E	ACDADAX0	NFM6FM62S022STVLN687	SKODA	OCTAVIA	M1	M1	1292	9418729		116		1540	2667	1549	PETROL	M	1498	110							1
9410323	DE	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA (CZ)	e8*2007/46*0272*02	NU	ACDADAX0	NFD7FD7CW0026628	SKODA	KAROQ	M1	M1	1393	9410323		127		1541	2624	1576	PETROL	M	1498	110		e8 19	1				1
9418081	DE	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA (CZ)	e8*2007/46*0318*00	5E	ACDADAX0	NFM6FM62S022STVLN687	SKODA	OCTAVIA	M1	M1	1292	9418081		116		1540	2667	1549	PETROL	M	1498	110							1
9410370	DE	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA (CZ)	e8*2007/46*0272*02	NU	ACDADAX0	NFD7FD7CW0026628	SKODA	KAROQ	M1	M1	1393	9410370		127		1541	2624	1576	PETROL	M	1498	110		e8 19	1				1
9418329	DE	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA (CZ)	e8*2007/46*0318*00	5E	ACDADAX0	NFD7FD7CW002STVLN687	SKODA	OCTAVIA	M1	M1	1307	9418329		115		1540	2667	1549	PETROL	M	1498	110							1
9412599	DE	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA (CZ)	e8*2007/46*0272*03	NU	ACDADAX0	NFD7FD7CW0026628	SKODA	KAROQ	M1	M1	1393	9412599		127		1541	2624	1576	PETROL	M	1498	110		e8 19	1				1
9418430	DE	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA (CZ)	e8*2007/46*0318*00	5E	ACDADAX0	NFM6FM62S022STVLN657	SKODA	OCTAVIA	M1	M1	1292	9418430		115		1540	2667	1549	PETROL	M	1498	110							1
9405244	DE	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA (CZ)	e8*2007/46*0272*03	NU	ACDADAX0	NFD7FD7CW0026628	SKODA	KAROQ	M1	M1	1393	9405244		127		1541	2624	1576	PETROL	M	1498	110		e8 19	1				1
9354160	DE	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA (CZ)	e8*2007/46*0318*00	5E	ACCRMBX0	NFD6FD6D9002STVLN657	SKODA	OCTAVIA	M1	M1	1374	9354160		119		1540	2667	1549	DIESEL	M	1968	110							1
9350889	DE	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA (CZ)	e8*2007/46*0318*00	5E	ACCRMBX0	NFD6FD6D9002STVLN657	SKODA	OCTAVIA	M1	M1	1374	9350889		119		1540	2667	1549	DIESEL	M	1968	110							1
9416959	DE	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA (CZ)	e8*2007/46*0272*03	NU	ACDADAX0	NFD7FD7CW0026628	SKODA	KAROQ	M1	M1	1393	9416959		127		1541	2624	1576	PETROL	M	1498	110		e8 19	1				1
9351957	DE	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA (CZ)	e8*2007/46*0318*00	5E	ACCRMBX0	NFM6FM62Q025STVLN657	SKODA	OCTAVIA	M1	M1	1354	9351957		113		1540	2667	1549	DIESEL	M	1968	110							1
9413816	DE	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA (CZ)	e8*2007/46*0272*02	NU	ACDADAX0	NFD7FD7CW0026628	SKODA	KAROQ	M1	M1	1393	9413816		127		1541	2624	1576	PETROL	M	1498	110		e8 19	1				1
9351040	DE	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA (CZ)	e8*2007/46*0318*00	5E	ACCRMBX0	NFM6FM62Q025STVLN657	SKODA	OCTAVIA	M1	M1	1354	9351040		113		1540	2667	1549	DIESEL	M	1968	110							1
9407955	DE	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA (CZ)	e8*2007/46*0272*02	NU	ACDADAX0	NFD7FD7CW0026628	SKODA	KAROQ	M1	M1	1393	9407955		127		1541	2624	1576	PETROL	M	1498	110		e8 19	1				1
9357391	DE	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA (CZ)	e8*2007/46*0318*00	5E	ACCRMBX0	NFM6FM62Q025STVLN657	SKODA	OCTAVIA	M1	M1	1354	9357391		113		1540	2667	1549	DIESEL	M	1968	110							1
6395714	DE	PSA-OPEL		AUTOMOBILES CITROEN	AUTOMOBILES CITROEN	CITROEN (F)	E2*2007/46*0003*49	S	XHMZ	6/B00	CITROEN	C3	M1	M1	1051	6395714		108		2539	1483	1480	PETROL	M	1199	60							1
6395715	DE	PSA-OPEL		AUTOMOBILES CITROEN	AUTOMOBILES CITROEN	CITROEN (F)	E2*2007/46*0003*49	S	XHMZ	6/A00	CITROEN	C3	M1	M1	1055	6395715		109		2539	1483	1480	PETROL	M	1199	60							1
805786	FR	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA AUTO AS	e13*2007/46*1169*14	AA	ABCHYB	FM5FM5CF0117MMVR0N1SSK61	SKODA	CITIGO	M1	M1	928	805786		101		1412	2407	1412	Petrol	M	999	55							1
9304260	DE	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA (CZ)	e11*2001/116*0291*51	5J	ABCHZCX01	NFD7FD7CW001N627	SKODA	FABIA	M1	M1	1164	9304260		106		1457	2455	1463	PETROL	M	999	81							1
15132185	CZ	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA AUTO AS	e8*2007/46*0249*06	NS	ACCZDAX1	NAD6AD6D90170NS5N618	ÂŠKODA	KODIAQ	M1	M1	1630	15132185		163		1576	2788	1576	Petrol	M	1395	110		e8 19	1				1
3350190	GB	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA	e8*2007/46*0272*03	NU	ACDADAX0	NFD7FD7CW0026628	SKODA	KAROQ SE L TSI S-A	M1	M1	1393	3350190		127		1537	2624	1572	Petrol	M	1498			e8 19	1				1
9466803	DE	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA (CZ)	e13*2007/46*1169*14	AA	ABCHYB	FM5FM5CF0117MMVR0N1SSK61	SKODA	CITIGO	M1	M1	928	9466803		101		1424	2407	1428	PETROL	M	999	55							1
260050	DK	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA	e11*2001/116*0291*55	5J	ACCHZCX01	NFD7FD7CW001N627	Skoda	FABIA	M1	M1	1188	260050		107		1435	2455	1441	Petrol	M	999	81							1
5391515	GB	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA	e13*2007/46*1169*14	AA	ABCHYA	FS5FS5CT0087MMVR0N1SSK61	SKODA	CITIGO SE MPI S-A	M1	M1	937	5391515		100		1408	2407	1412	Petrol	M	999								1
13047763	BE	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA	e8*2007/46*0272*03	NU	ACDADAX0	NFD7FD7CW0026628	SKODA	KAROQ	M1	M1	1393	13047763		127		1537	2624	1572	Petrol	M	1498	110		e8 19	1				1
9466923	DE	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA (CZ)	e13*2007/46*1169*14	AA	ABCHYB	FM5FM5CF0117MMVR0N1SSK61	SKODA	CITIGO	M1	M1	928	9466923		101		1424	2407	1428	PETROL	M	999	55							1
5398824	GB	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA	e11*2001/116*0291*54	5J	ACCHZCX01	NFD7FD7CW001N627	SKODA	FABIA SE TSI S-A	M1	M1	1188	5398824		107		1435	2455	1441	Petrol	M	999								1
5418549	GB	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA	e13*2007/46*1169*14	AA	ABCHYA	FS5FS5CT0087MMVR0N1SSK61	SKODA	CITIGO SE MPI S-A	M1	M1	937	5418549		100		1408	2407	1412	Petrol	M	999								1
2827778	AT	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA AUTO A.S. TR.	e8*2007/46*0319*00	5J	ABCHYAX01	NFM5FM5CF007N617	SKODA	FABIA	M1	M1	1080	2827778		110		1435	2455	1441	Petrol	M	999	44							1
10981249	ES	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA AUTO A.S.	e8*2007/46*0272*02	NU	ACDADAX0	NFD7FD7CW0026628	SKODA	KAROQ	M1	M1	1393	10981249		127		1541	2624	1576	Petrol	M	1498	110		e8 19	1				1
5396839	GB	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA	e8*2007/46*0319*00	5J	ACCHZCX01	NFD7FD7CW001N627	SKODA	FABIA SE L TSI S-A	M1	M1	1188	5396839		107		1435	2455	1441	Petrol	M	999								1
5410746	GB	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA	e13*2007/46*1169*13	AA	ABCHYA	FS5FS5CT0087MMVR0N1SSK61	SKODA	CITIGO SE MPI S-A	M1	M1	937	5410746		100		1408	2407	1412	Petrol	M	999								1
2827777	AT	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA AUTO A.S. TR.	e8*2007/46*0319*00	5J	ABCHYAX01	NFM5FM5CF007N617	SKODA	FABIA	M1	M1	1080	2827777		110		1435	2455	1441	Petrol	M	999	44							1
5399747	GB	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA	e11*2001/116*0291*53	5J	ACCHZCX01	NFD7FD7CW001N627	SKODA	FABIA SE L TSI S-A	M1	M1	1188	5399747		107		1435	2455	1441	Petrol	M	999								1
12401531	NL	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA AUTO A.S.	e8*2007/46*0272*02	NU	ACDADAX0	NFD7FD7CW0026628	SKODA	KAROQ	M1		1393	12401531		127		1540	2620	1570	PETROL	M	1498	110		e8 19	1				1
2817644	AT	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA AUTO A.S. TR.	e11*2001/116*0291*55	5J	ABCHYAX01	NFM5FM5CF007N617	SKODA	FABIA	M1	M1	1080	2817644		110		1435	2455	1441	Petrol	M	999	44							1
8550284	SI	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA AUTO AS	e8*2007/46*0318*00	5E	ACCHHAX0	RFD6FD6D9011V2MLN647	SKODA	OCTAVIA / COMBI 2.0 / TSI AUT.	M1	M1	1462	8550284		149		1544	2677	1535	Petrol	M	1984	169							1
4384843	SE	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA AUTO A.S.	e11*2001/116*0291*55	5J	ACCHZCX01	NFD7FD7CW001N627	SKODA	FABIA	M1		1188	4384843		107		1435	2455	1441	Petrol	M	999	81							1
10980826	ES	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA AUTO A.S.	e8*2007/46*0272*03	NU	ACDADAX0	NFD7FD7CW0026628	SKODA	KAROQ	M1	M1	1393	10980826		127		1541	2624	1576	Petrol	M	1498	110		e8 19	1				1
2827121	AT	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA AUTO A.S. TR.	e8*2007/46*0319*00	5J	ABCHYAX01	NFM5FM5CF007N617	SKODA	FABIA	M1	M1	1080	2827121		110		1435	2455	1441	Petrol	M	999	44							1
9450723	DE	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA (CZ)	e8*2007/46*0249*06	NS	ACDFHAX1	NAD7AD7DL0030GS5S617	SKODA	KODIAQ	M1G	M1G	1752	9450723		150		1576	2788	1586	DIESEL	M	1968	140							1
4384830	SE	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA AUTO A.S.	e8*2007/46*0319*00	5J	ACCHZCX01	NFD7FD7CW001N627	SKODA	FABIA	M1		1188	4384830		107		1435	2455	1441	Petrol	M	999	81							1
2828565	AT	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA AUTO A.S. TR.	e8*2007/46*0319*00	5J	ABCHYAX01	NFM5FM5CF007N617	SKODA	FABIA	M1	M1	1080	2828565		110		1435	2455	1441	Petrol	M	999	44							1
10980703	ES	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA AUTO A.S.	e8*2007/46*0272*03	NU	ACDADAX0	NFD7FD7CW0026628	SKODA	KAROQ	M1	M1	1393	10980703		127		1541	2624	1576	Petrol	M	1498	110		e8 19	1				1
5404249	GB	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA	e8*2007/46*0319*00	5J	ACCHZCX01	NFD7FD7CW001N627	SKODA	FABIA SE L TSI S-A	M1	M1	1188	5404249		107		1435	2455	1441	Petrol	M	999								1
2828181	AT	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA AUTO A.S. TR.	e8*2007/46*0319*00	5J	ABCHYAX01	NFM5FM5CF007N617	SKODA	FABIA	M1	M1	1080	2828181		110		1435	2455	1441	Petrol	M	999	44							1
15095763	CZ	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA AUTO AS	e8*2007/46*0317*00	3T	ACCZEAX11	NAM6AM6BB001STN627	ÂŠKODA	SUPERB	M1	M1	1560	15095763		138		1578	2836	1578	Petrol	M	1395	110							1
3444394	GB	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA	e11*2001/116*0291*54	5J	ACCHZCX01	NFD7FD7CW001N627	SKODA	FABIA SE L TSI S-A	M1	M1	1188	3444394		107		1435	2455	1441	Petrol	M	999								1
9456396	DE	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA (CZ)	e8*2007/46*0249*06	NS	ACDFHAX1	NAD7AD7DL0030GS5S617	SKODA	KODIAQ	M1G	M1G	1752	9456396		150		1576	2788	1586	DIESEL	M	1968	140							1
6296343	IT	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA AUTO A.S.	e8*2007/46*0319*00	5J	ABCHYAX01	NFM5FM5CF007N617	SKODA	FABIA	M1	M1	1080	6296343		110		1435	2455	1441	PETROL	M	999	44							1
3423781	GB	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA	e11*2001/116*0326*45	3T	ACCHHBX01	NFD6FD6D9011STN657	SKODA	SUPERB SE L EXECUTIVE TSI S-A	M1	M1	1550	3423781		148		1566	2836	1578	Petrol	M	1984								1
3325402	GB	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA	e11*2001/116*0291*54	5J	ACCHZCX01	NFD7FD7CW001N627	SKODA	FABIA SE TSI S-A	M1	M1	1188	3325402		107		1435	2455	1441	Petrol	M	999								1
9456384	DE	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA (CZ)	e8*2007/46*0249*06	NS	ACDFHAX1	NAD7AD7DL0030GS5S617	SKODA	KODIAQ	M1G	M1G	1752	9456384		150		1576	2788	1586	DIESEL	M	1968	140							1
9405215	DE	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA (CZ)	e8*2007/46*0272*03	NU	ACDADAX0	NFM6FM62S0324617	SKODA	KAROQ	M1	M1	1378	9405215		123		1541	2624	1576	PETROL	M	1498	110							1
15066296	CZ	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA AUTO AS	e11*2007/46*0250*20	NH	AACHZC	NFM6FM6DQ002STN762SK	ÂŠKODA	RAPID	M1	M1	1190	15066296		106		1441	2589	1441	Petrol	M	999	81							1
11196794	EE	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA AUTO A.S	e8*2007/46*0249*06	NS	ACDFHAX1	NAD7AD7DL0030GS5V617	SKODA	KODIAQ	M1G	M1G	1752	11196794		150		1576	2788	1586	DIESEL	M	1968	140							1
8552009	SI	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA AUTO AS	e11*2001/116*0326*43	3T	ACDFGAX01	NFD7FD7GC004STN627	SKODA	SUPERB / COMBI 2.0 / TDI AUT.	M1	M1	1595	8552009		119		1566	2836	1578	Diesel	M	1968	110							1
5408006	GB	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA	e8*2007/46*0272*02	NU	ACDADAX0	NFM6FM62S0326628	SKODA	KAROQ SE L TSI	M1	M1	1378	5408006		125		1537	2624	1572	Petrol	M	1498			e8 19	1				1
15079729	CZ	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA AUTO AS	e8*2007/46*0320*00	NH	AACHZC	NFM6FM6DQ002STN762SK	ÂŠKODA	RAPID	M1	M1	1190	15079729		106		1441	2589	1441	Petrol	M	999	81							1
11124805	HU	VW GROUP PC		SKODA	SKODA AUTO AS	Skoda	e8*2007/46*0272*03	NU	ACDADAX0	NFM6FM62S0324617	Skoda	KAROQ	M1	M1	1378	11124805		123		1537	2624	1572	Petrol	M	1498	110							1
11168068	HU	VW GROUP PC		SKODA	SKODA AUTO AS	Skoda	e11*2001/116*0326*45	3T	ACDFGAX01	NFD7FD7GC004STN627	Skoda	SUPERB	M1	M1	1595	11168068		119		1566	2836	1578	Diesel	M	1968	110							1
15183189	CZ	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA AUTO AS	e8*2007/46*0317*00	3T	AADFHAX11	NAD7AD7GC005STY627	ÂŠKODA	SUPERB	M1	M1	1660	15183189		136		1578	2836	1578	Diesel	M	1968	140							1
15147474	CZ	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA AUTO AS	e8*2007/46*0320*00	NH	AACHZC	NFM6FM6DQ002STN762SK	ÂŠKODA	RAPID	M1	M1	1190	15147474		106		1441	2589	1441	Petrol	M	999	81							1
9451439	DE	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA (CZ)	e8*2007/46*0249*06	NS	ACDFHAX1	NAD7AD7DL0030GS5V617	SKODA	KODIAQ	M1G	M1G	1752	9451439		150		1576	2788	1586	DIESEL	M	1968	140							1
14905983	HU	VW GROUP PC		SKODA	SKODA AUTO AS	Skoda	e11*2001/116*0326*44	3T	AADFGAX01	NFD7FD7GC004STN627	Skoda	SUPERB	M1	M1	1570	14905983		118		1566	2836	1578	Diesel	M	1968	110							1
15187445	CZ	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA AUTO AS	e11*2007/46*0250*19	NH	AACHZC	NFM6FM6DQ002STN762SK	ÂŠKODA	RAPID	M1	M1	1190	15187445		106		1441	2589	1441	Petrol	M	999	81							1
15068629	CZ	VW GROUP PC	IP-08-TMB-2018-0006	SKODA	SKODA AUTO AS	SKODA AUTO AS	e8*2007/46*0317*03	3T	ACDFHAX11	NAD7AD7GC0057CNSTY1C7A	ÂŠKODA	SUPERB	M1	M1	1677	15068629	1945	136	175	1578	2836	1578	Diesel	M	1968	140						0	1
9453173	DE	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA (CZ)	e8*2007/46*0249*06	NS	ACDFHAX1	NAD7AD7DL0030GS5V617	SKODA	KODIAQ	M1G	M1G	1752	9453173		150		1576	2788	1586	DIESEL	M	1968	140							1
3209118	CZ	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA AUTO AS	e8*2007/46*0317*00	3T	ACCJXAX11	NAD6AD6D9016STN657	ÂŠKODA	SUPERB	M1	M1	1650	3209118		164		1578	2836	1578	Petrol	M	1984	206							1
15232089	CZ	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA AUTO AS	e8*2007/46*0320*00	NH	AACHZC	NFM6FM6DQ002STN762SK	ÂŠKODA	RAPID	M1	M1	1190	15232089		106		1441	2589	1441	Petrol	M	999	81							1
15140654	CZ	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA AUTO AS	e8*2007/46*0317*01	3T	ACDFHAX11	NAD7AD7GC0057CNSTY1C7A	ÂŠKODA	SUPERB	M1	M1	1677	15140654	1931	136	175	1578	2836	1578	Diesel	M	1968	140						0	1
5402929	GB	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA	e8*2007/46*0272*03	NU	ACDADAX0	NFM6FM62S0327628	SKODA	KAROQ SE L TSI	M1	M1	1378	5402929		125		1537	2624	1572	Petrol	M	1498			e8 19	1				1
15241715	CZ	VW GROUP PC		SKODA	SKODA AUTO AS	SKODA AUTO AS	e11*2007/46*0250*20	NH	AACHZC	NFM6FM6DQ002STN762SK	ÂŠKODA	RAPID	M1	M1	1190	15241715		106		1441	2589	1441	Petrol	M	999	81							1
